Nom du Produit,Prix,Spécifications
"Samsung A55 6,6'' - 8GB RAM + 256GB ROM – Bleu",5490.0,"Batterie à charge ultra rapide de 5 000 mAh (typique) Ecran FHD+ Super AMOLED de 6,6 pouces RAM: 8GB ROM: 256GB Processeur 2.75GHz, 2GHz Résolution (Afficheur principal) 1080 x 2340 (FHD+) Technologie (Afficheur Principal) Super AMOLED Type de CPU Octa-Core"
Nokia 110 Telephone 1.77 inches - microSDHC - FM radio - Charcoal,299.0,"Écran : 1,77 pouces TFT LCD Mémoire : 32MB interne, 4MB RAM, microSDHC Caméra : QVGA Radio : Radio FM sans fil USB : microUSB 2.0 Batterie : 1000 mAh, amovible Couleurs : Charcoal"
"Oppo RENO 8T 5G - 6,7"" AMOLED- (8 +8 Go RAM+256Go ROM)- 108 MP-Snapdragon 695 -Gold",4390.0,Snapgradon 695 5G RAM 8Go  ROM 256Go  Camera : 108 MP Selfie Ultra-Sensible avec IMX709  32MP Microlentilles  4500mAh W SUPERVOOC TM  Design en fibre de verre 
Samsung galaxy a15 light blue 8go 256go (sm-a155flbimwd),2993.0,"Galaxy A15  Écran: Super AMOLED Taille écran: 6.5″ (163.9mm) Processeur: Octa-Core, 2.2GHz, 2GHz Mémoire: RAM 8 Go – 256 GB stockage Carte mémoire: MicroSD (Jusqu’à 1TB) Appareil photo: Caméra arrière: 50.0 MP + 5.0 MP + 2.0 MP – F1.8, F2.2, F2.4 – Auto Focus – Flash – Zoom numérique jusqu’à 10x / Caméra avant: 13,0 MP – F2.0 / Vidéo Enregistrement Résolution: FHD (1920 x 1080) @30fps – Ralentissement: 120fps @HD Android Connectivité: USB Type-C, Version 2.0, 3.5mm Stéréo, Bluetooth v5.3, Wi-Fi, NFC, Wi-Fi Direct, Smart Switch (Version PC) Batterie: 5000 (mAh, Typical)"
Infinix Hot 12 Play X6816 128 Rom 4 Ram - Racing Black,1705.0,"Technologie: IPS LCD Écran tactile: écran tactile capacitif Profondeur de couleur: 16M Taille de l’écran: 6.82"" pouces Appareil Photo Principal: 13 MP, Triple Fonctionnalités    Double: LED flash Enregistrement Vidéo: 1080p@30fps Appareil Photo Frontal, Selfie: 8 MP, Unique Carte SIM: Double SIM (Nano-SIM, double standby) Réseau Cellulaire: GSM / HSPA / LTE Vitesse Internet: HSPA 42.2/5.76 Mbps, LTE GPS avec A-GPS"
"Samsung Galaxy A35 - 6.6"" - 8GB RAM + 256GB ROM - Violet",4499.0,"Poids (g): 209 Vitesse CPU: 2,4 GHz, 2 GHz Type de processeur: Octa-Core Résolution (affichage principal): 1080 x 2340 (FHD+) Caméra arrière - Résolution (multiple): 50,0 MP + 8,0 MP + 5,0 MP Caméra frontale - Résolution: 13,0 MP Mémoire (Go): 8 Stockage (Go): 256"
"XIAOMI Redmi Note 10 Pro - 6.67"" (256Go, 8Go) 108MP/8MP - Onyx Gray",2897.0,5020mAh RAM : 8Go ROM : 256Go Snapdragon 732 G
XIAOMI Redmi 12C (6GB -128GB) MediaTek G 85 -5000 mAh-50 MP- NFC - Gris,1599.0,Fabricant: Xiaomi Nom du produit: Redmi 12C Poids: 193g Dimensions: 168.76 x 76.41 x 8.77mm Système d'exploitation (OS): Android 12 Taille de l'écran: 6.71 pouces Définition: 1650x720 Mémoire vive (RAM): 6GB Stockage (ROM): 128GB Appareil photo: 50MP Samsung S5KJN1 Processeur: MediaTek Helio G85 Batterie: 5000mA
"Apple iPhone 15 128GB (Blue) Bleu Dynamic Island - 6.1"" 6GB RAM Remis à neuf",8299.0,"Rose (Pink) Taille de l'écran 6.1 pouces, Technologie d'affichage XDR OLED Mémoire 128 Go, 6 Go RAM Processeur A15 Bionic Nombre de haut-parleurs 2 Technologie de la batterie Li-Ion Système d'exploitation iOS Caméra 48 Mpx, 12 Mpx Remis à neuf "
Samsung Galaxy A24 6+128GB 6.5” FHD+ Super AMOLED 5000 mAh - Green,2699.0,"Taille (Afficheur principal) 164.2mm (6.5"") Résolution (Afficheur principal) 1080 x 2340 (FHD+) Technologie (Afficheur Principal) Super AMOLED Profondeur de couleur (Afficheur principal) 16M Caméra Principale- Résolution (Multiple) 50.0 MP + 5.0 MP + 2.0 MP Caméra principale Ouverture Focale (Multiple) F1.8 , F2.2 , F2.4 Caméra principale - Auto Focus Oui Caméra arrière - OIS Oui Caméra arrière Zoom Zoom numérique jusqu’à 10x Caméra frontale - Résolution 13.0 MP Nombre de SIM Dual-SIM RAM : 6GO ROM : 128GO"
Infinix SMART 6 X6511B 32+2 - Polar black,1125.0,"Ecran : 6.6"" OS : Android 11.0 RAM : 2GO Stockage : 32GB Couleur : Noir"
"Itel S24 – 6.6"" (256GB / RAM 8GB up to 16Gb) - Helio G91 - 108MP - NFC - Starry Black",2099.0,"Stockage interne : 256 Go RAM (Mémoire) :  8 Go Ecran : 6,6 pouces HD+ + Waterdrop FullScreen Capacité de la batterie : 5000 mAh Système d'exploitation : AndroidTM 13 (Go Edition)"
XIAOMI Redmi 13C (8GB - 256GB) - 5000 mAh - 50MP - NFC - Noir,1849.0,Fabricant: Xiaomi Nom du produit: Redmi 13C Poids: 193g Dimensions: 168.76 x 76.41 x 8.77mm Système d'exploitation (OS): Android 12 Taille de l'écran: 6.71 pouces Définition: 1650x720 Mémoire vive (RAM): 8GB Stockage (ROM): 256GB Appareil photo: 50MP Samsung S5KJN1 Processeur: MediaTek Helio G85 Batterie: 5000mA
"Apple iPhone 14 128GO Jaune 6,1"" Yellow A15 IOS Mode Action & SOS 6Gb RAM Garantie",9475.0,"Écran Super Retina XDR 6,1 pouces Système photo avancé pour des photos brillantes, quel que soit l’éclairage Mode Cinématique, désormais en 4K Dolby Vision jusqu’à 30 i/s Mode Action, pour des vidéos stables et fluides lorsque vous êtes en mouvement Détection des accidents, une technologie de sécurité vitale qui appelle les secours pour vous Autonomie d’une journée entière et jusqu’à 20 heures de lecture vidéo Puce A15 Bionic avec GPU 5 cœurs, pour des performances fulgurantes. Connectivité 5G ultra rapide Design conçu pour durer avec Ceramic Shield et résistance à l’eau iOS 16 qui offre encore plus d’options de personnalisation et multiplie les moyens de communiquer et de partager"
ALINO TELEPHONE CELLULAIRE A2171S DUAL SIM RADIO,189.0,- Dual SIM : Permet l'utilisation de deux numéros de téléphone simultanément. - Radio FM : Pour écouter la radio sans utiliser de données. - Design : Compact et durable pour une utilisation au quotidien. - Connectivité : Fonctions de base telles que les appels et les SMS. - Batterie : Autonomie adaptée pour une utilisation quotidienne. - Écran : Taille et résolution adaptées aux fonctions essentielles. - Clavier : Potentiellement physique pour une saisie facile. - Stockage : Capacité interne avec option d'extension via microSD. - Appareil Photo : Basique pour des photos simples (si inclus).
"Samsung A05s 6.7"" (4GB - 128GB) IPS LCD - Snapdragon 680 - 5000 mAh - 50MP- Noir",1849.0,"Écran 6,7"" HD+ Caméra principale 50MP Processeur octa-cœur Batterie de 5 000 mAh (typique) Taille de la RAM (Go) 4 Capacité de stockage 128"
"Samsung A05 6.7"" (128GB - 4GB) IPS LCD - 5000 mAh - 50MP- Green",1449.0,"Écran 6,7"" HD+ Caméra principale 50MP Processeur octa-cœur Batterie de 5 000 mAh (typique) Taille de la RAM (Go) 4 Capacité de stockage 128"
"Oukitel Smartphone C33, 8 Go + 256 Go, 6.8 "", Caméra 50MP, Android 13, Octa Core,5150mAh",1950.0,"Processeur: UNISOC Tiger T606  1.6Ghz Système d'exploitation: Android 13.0 Mémoire: 8 Go RAM + 256 Go ROM (Étendre jusqu'à 1 To) SIM: double SIM double veille Écran: 6.8 ""HD + Affichage Résolution d'affichage: 1600*720 Caméra avant: 5MP Caméra arrière: 50MP (Samsung S5KJN1) IP68 et IP69K Batterie: 5150 mAh Charge rapide: 10W Capteur d`empreintes digitales: Oui Réseau: 4G, Wifi, bluetouth 5.0"
"Apple iPhone 15 Plus 256GB Vert 6,7"" Green Dynamic Island A16 Bionic 48 Mpx 6Gb RAM",12975.0,"DYNAMIC ISLAND ARRIVE SUR L’IPHONE 15 Plus DESIGN INNOVANT APPAREIL PHOTO 48 MPX AVEC TÉLÉOBJECTIF 2X, PORTRAITS NOUVELLE GÉNÉRATION PUISSANTE PUCE A16 BIONIC CONNECTIVITÉ USB-C"
"Nokia 110 - 2.4"" - Dual Sim - Noir- Camera - LED LAMPE - FM- Noir- Original",285.0,"Ecran de 2,4"" : Résolution de 240 x 320 Radio FM  Camera jours d'autonomie en veille, 22h en 31 - conversation 40h d'autonomie en lecture musicale - Batterie 1020 mAh - Dimensions: 118 x 50.2 x 13.5 pour 81 g"
"Samsung Galaxy A25 5G 6.3"" (6GB RAM + 128GB ROM) - 50 Mpx - Jaune",2890.0,"Taille : 6.3"" Résolution (Ecran principal) : 1080 x 2340 (FHD+) Technologie (Ecran principal) : Super AMOLED Résolution caméra arrière (Multiple) : 50.0 MP + 8.0 MP + 2.0 MP Résolution caméra frontale : 13.0 MP Mémoire (Go) : 6 Go Stockage (Go) : 128 Go Système d'exploitation : Android Capacité de la batterie (mAh, Typique) : 5000"
"Samsung Galaxy Z Fold 3 - 7,6"" - 256 GB + 12 GB - Noir",7496.0,"RAM : 12 Go Stockage interne : 256 Go  Écran Principal Taille : 7,6 pouces Résolution : 2208 x 1768 pixels Taux de rafraîchissement : 120 Hz Écran Extérieur : Taille : 6,2 pouces Résolution : 2268 x 832 pixels Taux de rafraîchissement : 120 Hz Batterie: 4400 mAh, non amovible"
"Itel A70 8GB (3+5GB)/64GB, HD+ - 13MP, 6.6” - 5000mAh, Type C - Field green",959.0,"Version 3+5GB/64Go Grand écran 6,6"" avec barre dynamique Caméra Super HDR 13MP  Grosse batterie de 5 000 mAh avec Type-C Processeur Octa-Core avancé Empreinte digitale latérale et déverrouillage du visage Système OS 13 amélioré"
"Samsung Galaxy A04 E 6.6"" 4G LTE (3GB RAM + 32GB ROM) - 13 Mpx - Noir",1199.0,"Display: ""6.5” HD+ PLS LCD Infinity-V Display"" Camera: Rear Rear: 13 MP (Main) + 2 MP (Depth)  Front Front: 5 MP Processor: ""MediaTek P35 Octa-core 2.3 GHz, 1.8 GHz"" Memory ""3+32GB MicroSD Up to 1TB "" Battery 5,000 mAh (typical) / 7.75W Charging Sim Slot type Dual Sim Biometric Authentification: No fingerprint Bluetooth : Bluetooth v5.0 Sensors: Accelerometer,Light Sensor,Proximity Sensor Size 164.2 x 75.9 x 9.1mm Weight: 188g Color, Cooper, Black, White In-Box items: Travel Adapter (7.75W) , Data cable (USB > Type-C), Ejection pin, Quick Start guide"
Nokia phone 5310 noir avec carte mémoire 32gk gratuit,290.0,Nokia 5310 noir Double carte sim Carte mémoire 32gk gratuit
"XIAOMI Redmi Note 13 6,6"" Amoled 120Hz (8Go, 256Go)Snapdragon 685 (6 nm) - 108MP- Noir",2699.0,"RAM: 8Go ROM :256Go Taille : 6.67"" Résolution :1080 x 2400 pixels"
Infinix HOT 11S X6812 50MP + 2MP + 8MP - 128+4G - Polar black,1730.0,RAM: 4G ROM: 128G Système d'exploitation: Android 11 Avec empreinte digitale et déverrouillage du visage Deux haut-parleurs avec DTS Chargeur rapide 18W avec type C Selfie 8 MP avec double flash LED Batterie: 5000 mAh
Samsung Galaxy A04s Rom 64GB RAM 4GB Noir,1400.0,"Longue durée de vie de la batterie et prend en charge une charge rapide. Les caméras fonctionnent très bien à la lumière du jour. Grand écran de 6,5 pouces à 90 Hz. Grande mémoire de stockage et installation d'une carte mémoire. L'interface Samsung ONE UI distinctive avec le dernier système d'exploitation. Empreinte digitale dans le bouton power - Port 3,5 mm - NFC."
Samsung S24 Galaxy 12GB+ 512 GB Dual Sim - Onyx Black (SM-S926BZKCMWD),17978.0,"Galaxy S24+ - Onyx Black   Écran: Dynamic AMOLED 2XTaille écran: 6.7"" (169.1mm) Processeur: Deca-Core 3.2GHz, 2.9GHz, 2.6GHz, 1.95GHz Mémoire: RAM 12 Go - 512 GB stockage Appareil photo: Caméra Principale: 50.0 MP + 10.0 MP + 12.0 MP / F1.8 , F2.4 , F2.2 / Auto Focus / OIS / Flash Caméra frontale: 12.0 MP / F2.2 / Mise au point automatique Caméra arrière - Zoom: Optical Zoom 3x, Optical quality Zoom 2x (Enabled by Adaptive Pixel sensor) , Digital Zoom up to 30x Résolution de l'enregistrement vidéo: UHD 8K (7680 x 4320) @30fps Slow Motion: 240fps @FHD, 120fps @UHD Android Connectivité: USB Type-C, USB 3.2 Gen 1, Earjack USB Type-C, Wi-Fi, Bluetooth v5.3, NFC, Wi-Fi Direct, UWB (Ultra Wideband), Smart Switch (PC version), GPS, Glonass, Beidou, Galileo, QZSS Batterie: 4900 (mAh, Typical)"
Google pixel 8 pro 5g 256Go 12Go Black,9500.0,"La nouvelle puce Google Tensor G3 intègre l'IA de Google pour offrir des fonctionnalités photo et vidéo avancées, mieux vous aider et rendre le Pixel ultra-rapide et efficace. L'écran immersif 6,7 pouces offre un rendu net1. La fréquence d'actualisation s'ajuste intelligemment entre 1 et 120 Hz, pour plus de réactivité. La batterie adaptative peut tenir plus de 24 heures, et même jusqu'à 72 heures avec l'ultra économiseur de batterie. Et elle se recharge plus vite que jamais. Le Pixel 8 Pro comporte quatre appareils photo perfectionnés de qualité pro et le zoom le plus performant de la gamme Pixel. Les commandes équivalentes à un niveau professionnel offrent des paramètres avancés et des images haute résolution. Grâce à l'IA de Google, la Gomme magique audio réduit les bruits perturbateurs comme ceux des voitures et du vent, et met en avant les sons de votre choix. Quelqu'un a cligné des yeux ou a détourné le regard pendant la photo de groupe ? La fonctionnalité Meilleure prise du Pixel combine plusieurs photos similaires dans une seule image impeccable où tout le monde est à son avantage La fonctionnalité Boost vidéo (bientôt disponible) ajuste automatiquement la couleur, l'éclairage, la stabilisation et le grain pour améliorer la qualité globale Le Pixel 8 Pro supporte les petits chocs, éclaboussures et la poussière grâce à sa protection IP68 et son verre Corning Gorilla Glass Victus 21.Google Tensor G3 et la puce de sécurité certifiée Titan M2 intègrent plusieurs niveaux de sécurité Grâce au VPN Google One intégré, le Pixel aide à protéger vos activités en ligne, quelles que soient les applications et navigateurs Web que vous utilisez La Traduction instantanée vous permet de traduire des conversations dans 49 langues, de discuter en temps réel et de traduire des menus avec votre appareil photo"
Support Téléphone Universal Flexible Rotatif 360°- Bleu,53.0," Fonctionne avec la plupart des Smartphones. Long bras flexible permet de positionner à différents angles, hauteurs et distances. Matériel: Plastique + alliage d'aluminium-magnésium."
XIAOMI Redmi 12C (6GB -128GB) MediaTek G 85 -5000 mAh-50 MP- NFC - Bleu,1599.0,Fabricant: Xiaomi Nom du produit: Redmi 12C Poids: 193g Dimensions: 168.76 x 76.41 x 8.77mm Système d'exploitation (OS): Android 12 Taille de l'écran: 6.71 pouces Définition: 1650x720 Mémoire vive (RAM): 6GB Stockage (ROM): 128GB Appareil photo: 50MP Samsung S5KJN1 Processeur: MediaTek Helio G85 Batterie: 5000mA
"Apple iPhone 15 Plus 256GB Jaune 6,7"" Yellow Dynamic Island A16 Bionic 48 Mpx 6Gb RAM",12975.0,"DYNAMIC ISLAND ARRIVE SUR L’IPHONE 15 Plus DESIGN INNOVANT APPAREIL PHOTO 48 MPX AVEC TÉLÉOBJECTIF 2X, PORTRAITS NOUVELLE GÉNÉRATION PUISSANTE PUCE A16 BIONIC CONNECTIVITÉ USB-C"
"Samsung Galaxy A25 - 6.3"" 8GB+256GB - Bleu",3490.0,"Taille : 6.3"" Résolution (Ecran principal) : 1080 x 2340 (FHD+) Technologie (Ecran principal) : Super AMOLED Résolution caméra arrière (Multiple) : 50.0 MP + 8.0 MP + 2.0 MP Résolution caméra frontale : 13.0 MP Mémoire (Go) : 8 Go Stockage (Go) : 256 Go Système d'exploitation : Android Capacité de la batterie (mAh, Typique) : 5000"
Infinix HOT 40i - IPS LCD 90Hz (128Go ROM / 4GB jusqu'à 8 Go) - 50MP - Green,1390.0,ROM : 128 GO RAM :  4 Go Résolution : 720*1612 Caméra frontale : 32 MP Caméra dorsale : Triple Caméra 50 MP  Batterie : 5000mAh
"Tecno POVA 2 - 6GB + 128GB · 6.9"" FHD+ ·7000mAh · Quad Caméra Arrière 48MP",2100.0,"Display : ""6.9'' FHD Camera Rear : ""48.0 MP  Camera Front : 8MP Processor : Helio G85, Octa-Core Memory : 6+128G Battery : 7000 mAh  SIM Card : Dual SIM (SIM 1 + SIM 2 )"
Infinix Hot 20i (4GB Ram / 128GB ) - Helio G25 -13 MP -Dual Sim -5000 mAh- Bleu,1350.0,"Ecran 6.6 LCD IPS (1080 x 2408 Pixels) Mémoire RAM: 4 Go - Stockage: 128 Go Apareil Photo Arriére: Dual ; 13 MP, f/1.8, (wide) , Frontale : 8 MP, f/2.0, (wide)  Processeur: Mediatek Helio G25 (12 nm) Batterie: Li-Ion:  5200 mAh  Systéme d'exploitation: Android 11, XOS 7.6 Capteur : Empreinte digitale (montée à l'arrière), accéléromètre, proximité, boussole Garantie: 1 an"
Samsung a15 128/4,1649.0,"RAM: 4G  ROM: 128GB  Taille de l'écran: 6.5"" Caractéristique de la batterie: 5 000 mAh"
Accent Fast 17,849.0,"ACCENT FAST 17 , compacte et abordable. Vous pouvez visualiser et éditer des documents, utiliser toutes les opportunités offertes par Internet: communiquer par messagerie instantanée et sur les réseaux sociaux, regarder des films, jouer à des jeux. Un processeur quad core qui offrent un travail confortable sans blocage."
"Itel it2163 - DOUBLE SIM - 1.77"" - Torche - Radio FM - 1000mAh - Noir",149.0,"Marque : Itel Model : it2163 Couleur : Noir Ecran: 1.77"" Double sim  Batterie: 1000mAh Radio FM"
XIAOMI Redmi 12C (3GB - 64GB) - 5000 mAh-50 MP- NFC - Vert,1249.0,Fabricant: Xiaomi Nom du produit: Redmi 12C Poids: 193g Dimensions: 168.76 x 76.41 x 8.77mm Système d'exploitation (OS): Android 12 Taille de l'écran: 6.71 pouces Définition: 1650x720 Mémoire vive (RAM): 3GB Stockage (ROM): 64GB Appareil photo: 50MP Samsung S5KJN1 Processeur: MediaTek Helio G85 Batterie: 5000mA
"Oppo A83 - 5.7"" - 64GB - 4GB - 13MP Camera - Dual SIM - 4G - Rouge",2399.0,"Taille de l'écran : 5.7"" RAM : 4Go Stockage :64Go Caméra Frontale : 13 MP Dual SIM"
Samsung Tablette Galaxy Tab S9FE 6+128GB Silver (SM-X516BZSAMWD),7789.0,"Samsung Galaxy Tab S9FE  Processeur :  – Vitesse CPU : 2.4GHz, 2GHz  – Type de CPU : Octa-Core Taille (Afficheur principal) : 10.9″ (277.0mm) Résolution (Afficheur principal) : 2304 x 1440 (WUXGA+) Profondeur de couleur (Afficheur principal) : 16M Caméra Principale- Résolution : 8.0 MP Caméra frontale – Résolution : 12.0 MP Résolution de l’enregistrement vidéo : UHD 4K (3840 x 2160) @30fps Mémoire_(GB) : 6 Stockage (GB) : 128 Version USB : USB 2.0 Wi-Fi : 802.11 a/b/g/n/ac/ax 2.4G+5GHz, HE80, MIMO, 1024-QAM Version Bluetooth : Bluetooth v5.3 Système d’exploitation : Android Spécification physique :  – Dimension (HxWxD, mm) : 165.8 x 254.3 x 6.5  – Poids (g) : 524"
Samsung Galaxy A54 5G - 6.5'' - (8GB - 256GB) -50MP+12MP+5MP+/32MP -White,4870.0,"Affichage: 6,5 ""Super AMOLED Mémoire: 8 Go de RAM + 256 Go internes Appareil photo: 50MP + 5MP + 5MP + 12MP arrière, caméra frontale 32MP CPU: Octa Core (Quatro 2,3 GHz + Quatro 1,7 GHz) OS: Android 10.0; One UI 2 Batterie: batterie Li-Po 5000 mAh non amovible 5G"
"Tecno Spark 20C - 6,6'' - (256Go / RAM 4GB jusqu'à 8 Go) 5000MAh - Mystery White",1399.0,"Affichage : 6,6″ Mémoire : 256 Go + 4 Go de RAM Caméra arrière : 50 MP double Caméra selfie : 8MP Système d'exploitation : Android 13 Batterie : 5 000 mAh"
"Fonecom F07 Écran 1,77 ; Caméra, Radio FM; La carte Micro SD 32 Go ; Dual SIM.",155.5,"Écran 1,77 ; Caméra avec éclairage LED ; Radio FM; La carte Micro SD prend en charge 32 Go ; Dual SIM."
Samsung Galaxy Z Fold4 Pliable Dual SIM -12Gb Ram + Rom 256Gb 4400 mAh-Phantom Black,14900.0,"Affichage déplié : 7,6"" dynamique AMOLED 2X, 1-120Hz  Écran Infinity Flex (2176 x 1812), prise en charge du S Pen Coque : 6,2"" Dynamic AMOLED 2X, 48-120 Hz Écran Infinity-O (2316 x 904)  Caméra Arrière Triple : (Ultra large) 12 MP, 1,12 µm, F2.2 (Large) 50 MP OIS Dual Pixel AF, F1.8 (Télé) 10 MP OIS PDAF, zoom optique x3, F2.4  Caméra frontale sous écran (UDC) : 4 MP, F1.8 Couverture : 10MP, F2.2  Processeur Snapdragon 8+ Gen 1  Mémoire RAM : 12 Go LPDDR5  Capacité de stockage : 256GB  Batterie 4 400 mAh  Côté d'empreintes digitales d'authentification biométrique Dimensions Déplié : 155,1 x 130,1 x 6,3 mm Plié : 155,1 x 67,1 x 15,8~14,2 mm 263g Autres caractéristiques Gorilla Glass"
"Samsung Smartphone A55 Awesome Citron 6,6"" Octa Core 8Go 256Go Android 5G (SM-A556EZYWMWD)",8937.0,"SAMSUNG A55 6.6″ 8Go 256Go Android 5G  Modèle : Samsung Galaxy A55 Couleur : Awesome Citron (probablement une couleur vive comme le citron vert) Affichage : taille d’écran de 6,6 pouces Processeur : Processeur octa-core (probablement Exynos ou Qualcomm Snapdragon de Samsung) RAM : 8 Go de RAM Stockage : 256 Go de stockage interne Système d’exploitation : Android (version non précisée, mais vraisemblablement une version récente avec support 5G) Connectivité : capacité 5G pour des vitesses de données mobiles plus rapides."
"XIAOMI Redmi 13 - 6.79"" ( 256GB / 8GB jusqu'à 16Go ) Helio G91 Ultra - 108MP - Gold",2270.0,RAM : 8 Go ROM : 256 Go Batterie : 5030 mAh Processeur : MediaTek Helio G91 Ultra
"Tecno Spark GO 2024 - 6,6'' HD+ - LCD IPS - (RAM 4GB+4Go+ 128Go) - 5000 MAh - Blanc",1299.0,"Affichage : 6,6″ Mémoire : 128 Go / 4+4 Go de RAM Caméra arrière : 16 MP double Caméra selfie : 8MP Système d'exploitation : Android 11 Batterie : 5 000 mAh"
Vivo Y22 (ROM:64Go et RAM: 4Go ) Starlit Blue,1599.0,"Plate-forme Helio G85 Multi-Turbo 5.5 et Mode de jeu ultra 5 000 mAh + Rechargement rapide de 18 W 64 Go de ROM 4 Go de RAM Écran de 6,55 pouces sunshine Caméra ultra claire 50 MP Caméra macro 2 MP"
"Samsung Galaxy A35 - 6.6"" - 8GB RAM + 256GB ROM - Noir",4399.0,"Poids (g): 209 Vitesse CPU: 2,4 GHz, 2 GHz Type de processeur: Octa-Core Résolution (affichage principal): 1080 x 2340 (FHD+) Caméra arrière - Résolution (multiple): 50,0 MP + 8,0 MP + 5,0 MP Caméra frontale - Résolution: 13,0 MP Mémoire (Go): 8 Stockage (Go): 256"
"Honor X6a 6.5"" (4GB -128GB) LCD 90Hz - 5200 mAh - 50MP- Cyan",1449.0,"Mémoire interne : 128Go Mémoire RAM : 4 Go de RAM Écran TFT LCD de 6,5″ Batterie 5200 mAh poids de 188 g"
XIAOMI Redmi 12C (4GB - 128GB) MediaTek G 85 -5000 mAh-50 MP- NFC - Gris,1449.0,Fabricant: Xiaomi Nom du produit: Redmi 12C Poids: 193g Dimensions: 168.76 x 76.41 x 8.77mm Système d'exploitation (OS): Android 12 Taille de l'écran: 6.71 pouces Définition: 1650x720 Mémoire vive (RAM): 4GB Stockage (ROM): 128GB Appareil photo: 50MP Samsung S5KJN1 Processeur: MediaTek Helio G85 Batterie: 5000mA
realme Narzo 50MP- 4G RAM/128 Go- 6.5″- 5000 mAh-Bleu Velocé,2350.0,Processeur MediaTek Helio G96 Ecran FHD+ 6.5″ 4 Go de RAM 128 Go de Stockage Double Cartes SIM +Carte SD Batterie 5000 mAh Caméras arrière 50MP + 2MP + 2MP Caméra frontale 16 MP
XIAOMI Redmi Note 11 Pro - 8 Go RAM + 128 Go ROM - Graphite Gray,2949.0,REDMI NOTE 11 PRO  8GB RAM  128GB ROM  1 an de garantie
Vivo V27 5G (8 Go+ 256 Go- 4 600 mAh (TYP)- Magic Blue),4799.0,"Taille de l'écran: Écran Incurvé 3D 120 Hz FHD+ de 6,78 pouces  Résolution: 2 400 × 1 080 px Dimensions: 164,1 * 74,8 * 7,40 mm Appareil photo arrière: 50 MP + 8 MP + 2 MP Appareil photo frontal: 50 MP Puissance de charge: FlashCharge 66 W"
"Samsung A05 6.7"" (128GB - 4GB) IPS LCD - 5000 mAh - 50MP- Blanc",1449.0,"Écran 6,7"" HD+ Caméra principale 50MP Processeur octa-cœur Batterie de 5 000 mAh (typique) Taille de la RAM (Go) 4 Capacité de stockage 128"
Samsung Galaxy A04S - 4G - 6.5’’- 4Go / 64Go - 50MP - 5000mAh - Rose + Écouteur + Watch,1699.0,"Taille : 6,5 pouces Type d ecran : PLS LCD, 90Hz, 400 nits (peak) Système d'exploitation : Android 12, One UI Core 4 Mémoire interne : 64 Go Ram : 4 Go Camera principale :  50 MP Batterie : Li-Po 5000 mAh"
"Itel A50 6.6"" HD+ 64GB ROM / 6GB RAM( 2+4) - 5000mAh - Lime Green",990.0,"Stockage interne : 64 Go RAM (Mémoire) :  6 Go(2+4) Ecran : 6,6 pouces HD+  Capacité de la batterie : 5000 mAh"
"Samsung Galaxy A03 (4G Ram 64G Rom) 6.5"" 5000 mAh - 48MP - Dual Sim-Bleu",1440.0,• Memory 4 GB RAM  64 GB Internal Storage Micro SD slot support (Up to 1 TB) Battery 5000 mAh
"XIAOMI Redmi 13 - 6,79"" - 6+128 - Bleu",1849.0,"Processeur : MediaTek Helio G91-Ultra Processus : 12 nm, octa-core RAM: 6 Go  ROM: 128 Go Écran : DotDisplay FHD+ de 6,79 pouces Résolution : 2460 x 1080"
Oppo A78 (8Go+ 8Go Ram + 128Go) - 67W - Snapdragon 680- 5000 mAh- Vert,2650.0,90Hz Taux de rafraîchissement 100% DCI-P3 96% Gamme de couleurs NTSC Toute la journée AI Confort des yeux processeur Qualcomm Snapdragon 680 RAM: 8GB ROM: 256 GB Batterie 5000mAh longue durée Extension RAM + jusqu'à 8 Go
"Tecno Spark 8C -6,6'' HD+ -Dual Sim(RAM 3GB+3 Go+64 Go)-5000 MAh-Noir",1090.0,"Affichage : 6,6″ Mémoire : 64 Go / 3+3 Go de RAM Caméra arrière : 13 MP double Caméra selfie : 8MP Système d'exploitation : Android 11 Batterie : 5 000 mAh"
"TCL Smartphone 30 SE Gris ( 4GB RAM, 128 stockage)",1990.0,"Processeur : Helio G25 Octo-Core cadencé à 1.8 GHz Système : Android 12 avec TCL UI Ecran : 6,52 pouces, résolution HD+ de 720 x 1600 pixels RAM : 4 Go Stockage : 128 Go Batterie : 5000 mAh"
Samsung Galaxy A73 5G - 6.5'' - (8GB - 256GB) -64MP+12MP+5MP+/32MP,5900.0,"Affichage: 6,5 ""Super AMOLED Mémoire: 8 Go de RAM + 256 Go internes Appareil photo: 64MP + 5MP + 5MP + 12MP arrière, caméra frontale 32MP CPU: Qualcomm Snapdragon 750G OS: Android 12.0 Batterie: batterie Li-Po 5000 mAh non amovible 5G"
"Samsung Galaxy A05 - 6.7"" - 4GB + 64GB - Silver",1699.0,"6,7"" Écran HD+ Caméra principale 50MP Processeur octa-cœur Batterie de 5 000 mAh (typique) Taille de la RAM (Go) 4 Capacité de stockage 64"
"Itel S24 – 6.6"" (256GB / RAM 8GB up to 16Gb) - Helio G91 - 108MP - NFC - Dawn White",2099.0,"Stockage interne : 256 Go RAM (Mémoire) :  8 Go Ecran : 6,6 pouces HD+ + Waterdrop FullScreen Capacité de la batterie : 5000 mAh Système d'exploitation : AndroidTM 13 (Go Edition)"
